year,price,mileage,zip,model
2018,22,29.034,"""16802""",Honda CR-V
2009,7.75,128.475,"""16802""",Honda CR-V
2011,10.5,114.5,"""16802""",Honda CR-V
2019,27.857,4.283,"""16802""",Honda CR-V
2007,7.695,97.966,"""16802""",Honda CR-V
2017,18.995,39.18,"""16802""",Honda CR-V
2013,15.639,71.898,"""16802""",Honda CR-V
2017,20.588,31.66,"""16802""",Honda CR-V
2017,24.988,26.19,"""16802""",Honda CR-V
2013,15.5,85,"""16802""",Honda CR-V
2017,21.983,59.525,"""16802""",Honda CR-V
2016,18.995,35.868,"""16802""",Honda CR-V
2017,24.498,32.807,"""16802""",Honda CR-V
2017,22.999,31.657,"""16802""",Honda CR-V
2009,9.995,129.005,"""16802""",Honda CR-V
2016,16.65,47.554,"""16802""",Honda CR-V
2018,25.05,17.04,"""16802""",Honda CR-V
2019,26.795,10.853,"""16802""",Honda CR-V
2015,17.114,54.884,"""16802""",Honda CR-V
2013,12.749,80.899,"""16802""",Honda CR-V
2011,11.7,68.579,"""16802""",Honda CR-V
2019,30.564,5.526,"""16802""",Honda CR-V
2017,25,45.118,"""16802""",Honda CR-V
2018,22.498,11.805,"""16802""",Honda CR-V
2016,20.498,45.565,"""16802""",Honda CR-V
2015,16.988,91.96,"""16802""",Honda CR-V
2017,21.4,44.499,"""16802""",Honda CR-V
2017,22.974,30.032,"""16802""",Honda CR-V
2017,26.5,25.976,"""16802""",Honda CR-V
2015,15.543,44.73,"""16802""",Honda CR-V
2012,12.997,61.42,"""16802""",Honda CR-V
2016,20.499,39.022,"""16802""",Honda CR-V
2016,15.738,45.063,"""16802""",Honda CR-V
2017,21.498,18.328,"""16802""",Honda CR-V
2015,15.5,80.081,"""16802""",Honda CR-V
2002,2.9,94,"""16802""",Honda CR-V
2016,21.988,14.242,"""16802""",Honda CR-V
2016,22.499,16.241,"""16802""",Honda CR-V
2012,10.905,128.384,"""16802""",Honda CR-V
2018,26.108,25.9,"""16802""",Honda CR-V
2014,16.382,31.485,"""16802""",Honda CR-V
2013,13.998,76.982,"""16802""",Honda CR-V
2016,18.495,24.594,"""16802""",Honda CR-V
2017,18.569,43.825,"""16802""",Honda CR-V
2013,12.988,112.289,"""16802""",Honda CR-V
2016,19.5,51.484,"""16802""",Honda CR-V
2017,18.863,44.99,"""16802""",Honda CR-V
2013,12.988,67,"""16802""",Honda CR-V
2017,20.988,22.684,"""16802""",Honda CR-V
2019,29.986,3.289,"""16802""",Honda CR-V
2019,22.984,10.118,"""16802""",Honda CR-V
2016,14.995,31.024,"""16802""",Honda CR-V
2007,8.45,114.279,"""16802""",Honda CR-V
2010,10.995,98.862,"""16802""",Honda CR-V
2010,9.988,100.61,"""16802""",Honda CR-V
2014,13.566,78.979,"""16802""",Honda CR-V
2012,11.992,92.959,"""16802""",Honda CR-V
2017,25.498,21.859,"""16802""",Honda CR-V
2019,29.695,5.313,"""16802""",Honda CR-V
2016,16.89,57.261,"""16802""",Honda CR-V
2018,27.6,13.149,"""16802""",Honda CR-V
2017,22.988,33.041,"""16802""",Honda CR-V
2014,14.682,47.289,"""16802""",Honda CR-V
2018,22.995,28.329,"""16802""",Honda CR-V
2019,25.981,15.72,"""16802""",Honda CR-V
2016,18.559,40.833,"""16802""",Honda CR-V
2014,16.499,19.616,"""16802""",Honda CR-V
2012,13.233,83.602,"""16802""",Honda CR-V
2017,23.237,29.86,"""16802""",Honda CR-V
2005,6.418,90.892,"""16802""",Honda CR-V
2014,13.3,52.492,"""16802""",Honda CR-V
2015,18.789,45.374,"""16802""",Honda CR-V
2013,17.988,72.452,"""16802""",Honda CR-V
2017,19.995,17.928,"""16802""",Honda CR-V
2014,15,81.064,"""16802""",Honda CR-V
2012,13.498,104.095,"""16802""",Honda CR-V
2012,14.6,72.495,"""16802""",Honda CR-V
2019,25.988,8.393,"""16802""",Honda CR-V
2014,13.791,64.027,"""16802""",Honda CR-V
2017,22.5,13.134,"""16802""",Honda CR-V
2017,22.555,45.897,"""16802""",Honda CR-V
2014,16.988,62.911,"""16802""",Honda CR-V
2016,16.687,29.849,"""16802""",Honda CR-V
2016,16.99,38.974,"""16802""",Honda CR-V
2014,12.988,127.74,"""16802""",Honda CR-V
2016,18.5,24.713,"""16802""",Honda CR-V
2007,7.9,145.832,"""16802""",Honda CR-V
2014,11.888,91.998,"""16802""",Honda CR-V
2016,17.4,42.11,"""16802""",Honda CR-V
2019,25.988,9.298,"""16802""",Honda CR-V
2012,12.5,65,"""16802""",Honda CR-V
2004,5.5,110.321,"""16802""",Honda CR-V
2014,13.997,61.505,"""16802""",Honda CR-V
2016,19.45,24.88,"""16802""",Honda CR-V
2015,16,53.486,"""16802""",Honda CR-V
2011,10.5,73.699,"""16802""",Honda CR-V
2017,20.5,54.05,"""16802""",Honda CR-V
2019,28.498,14.465,"""16802""",Honda CR-V
2014,11.498,124.193,"""16802""",Honda CR-V
2019,28.997,4.649,"""16802""",Honda CR-V
2011,12.698,41.8,"""16802""",Honda CR-V
2014,12,127.937,"""16802""",Honda CR-V
2012,14.349,75.129,"""16802""",Honda CR-V
2013,11.98,94.296,"""16802""",Honda CR-V
2018,28.57,4.618,"""16802""",Honda CR-V
2018,22.6,14.602,"""16802""",Honda CR-V
2011,10.885,83.437,"""16802""",Honda CR-V
2016,17.8,32.18,"""16802""",Honda CR-V
2011,10.64,94.656,"""16802""",Honda CR-V
2017,23.996,22.312,"""16802""",Honda CR-V
2010,11.995,50.786,"""16802""",Honda CR-V
2016,20,36.578,"""16802""",Honda CR-V
2010,9.997,57.55,"""16802""",Honda CR-V
2016,15.896,35.897,"""16802""",Honda CR-V
2015,17.999,53.681,"""16802""",Honda CR-V
2019,29.845,5.386,"""16802""",Honda CR-V
2019,29.845,5.492,"""16802""",Honda CR-V
2016,20.498,38.707,"""16802""",Honda CR-V
2015,20.9,53.584,"""16802""",Honda CR-V
2016,20.35,30.251,"""16802""",Honda CR-V
2014,9.998,152.321,"""16802""",Honda CR-V
2016,18.5,17.415,"""16802""",Honda CR-V
2011,12.195,73.466,"""16802""",Honda CR-V
2016,19.495,29.36,"""16802""",Honda CR-V
2014,15.695,71.038,"""16802""",Honda CR-V
2016,16.995,35.859,"""16802""",Honda CR-V
2016,14.995,48.877,"""16802""",Honda CR-V
2015,15.5,44,"""16802""",Honda CR-V
2017,22.687,34.697,"""16802""",Honda CR-V
2016,18.974,65.012,"""16802""",Honda CR-V
2018,25,14.088,"""16802""",Honda CR-V
2016,21.998,36.122,"""16802""",Honda CR-V
2011,12.99,103.771,"""16802""",Honda CR-V
2016,17.991,8.731,"""16802""",Honda CR-V
2014,17.736,42.176,"""16802""",Honda CR-V
2012,10.998,142.339,"""16802""",Honda CR-V
2014,14.9,63,"""16802""",Honda CR-V
2015,18.45,54.078,"""16802""",Honda CR-V
2017,24.8,25.696,"""16802""",Honda CR-V
2017,20,60.155,"""16802""",Honda CR-V
2015,19.944,30.36,"""16802""",Honda CR-V
2017,20.237,36.641,"""16802""",Honda CR-V
2019,28.998,9.482,"""16802""",Honda CR-V
2016,18.669,35.128,"""16802""",Honda CR-V
2016,16.495,37.49,"""16802""",Honda CR-V
2013,13.988,67.669,"""16802""",Honda CR-V
2016,19.498,44.622,"""16802""",Honda CR-V
2011,10.8,105.662,"""16802""",Honda CR-V
2017,20.046,59.998,"""16802""",Honda CR-V
2017,23.5,37.931,"""16802""",Honda CR-V
2015,16.989,34.845,"""16802""",Honda CR-V
2012,11.995,119.766,"""16802""",Honda CR-V
2004,7.32,82.568,"""16802""",Honda CR-V
2016,19.599,26.703,"""16802""",Honda CR-V
2016,21.674,15.797,"""16802""",Honda CR-V
2017,20.498,34.59,"""16802""",Honda CR-V
2007,8.498,125.584,"""16802""",Honda CR-V
2018,24.973,24.547,"""16802""",Honda CR-V
2017,19.99,58.772,"""16802""",Honda CR-V
2017,21.5,11.79,"""16802""",Honda CR-V
2013,8.999,132.469,"""16802""",Honda CR-V
2016,17.375,33.633,"""16802""",Honda CR-V
2010,8.595,147.932,"""16802""",Honda CR-V
2012,13.746,90.202,"""16802""",Honda CR-V
2015,16,87.191,"""16802""",Honda CR-V
2016,18.498,22.395,"""16802""",Honda CR-V
2014,17.065,44.716,"""16802""",Honda CR-V
2018,23.999,24.689,"""16802""",Honda CR-V
2012,13.454,98,"""16802""",Honda CR-V
2019,23.988,10.887,"""16802""",Honda CR-V
2017,21.99,31.722,"""16802""",Honda CR-V
2017,26,27.082,"""16802""",Honda CR-V
2008,8.366,85.079,"""16802""",Honda CR-V
2011,11.997,53.649,"""16802""",Honda CR-V
2017,25.384,28.328,"""16802""",Honda CR-V
2012,13.9,90.104,"""16802""",Honda CR-V
2016,20.995,39.335,"""16802""",Honda CR-V
2016,20.377,37.28,"""16802""",Honda CR-V
2017,17.463,54.375,"""16802""",Honda CR-V
2014,13.79,52.877,"""16802""",Honda CR-V
2012,10.8,119.691,"""16802""",Honda CR-V
2015,19.995,44.533,"""16802""",Honda CR-V
2011,10.997,108.097,"""16802""",Honda CR-V
2017,17.495,61.436,"""16802""",Honda CR-V
2010,8.498,136.57,"""16802""",Honda CR-V
2018,21.999,24.697,"""16802""",Honda CR-V
2017,24.988,29.698,"""16802""",Honda CR-V
2019,25.797,3.198,"""16802""",Honda CR-V
2019,24.79,11.482,"""16802""",Honda CR-V
2019,25.988,11.073,"""16802""",Honda CR-V
2019,29.845,3.205,"""16802""",Honda CR-V
2017,21.999,35.477,"""16802""",Honda CR-V
2018,22.363,13.772,"""16802""",Honda CR-V
2015,12.99,129.415,"""16802""",Honda CR-V
2016,16.995,24.682,"""16802""",Honda CR-V
2014,13.495,79.02,"""16802""",Honda CR-V
2016,19.3,62.868,"""16802""",Honda CR-V
2003,6.787,85.712,"""16802""",Honda CR-V
2018,28.82,11.902,"""16802""",Honda CR-V
2013,15.498,47.339,"""16802""",Honda CR-V
2012,13.393,102.277,"""16802""",Honda CR-V
2017,22.611,55.028,"""16802""",Honda CR-V
2016,15.753,63.547,"""16802""",Honda CR-V
2018,30.752,11.114,"""16802""",Honda CR-V
2018,28.9,19.716,"""16802""",Honda CR-V
2010,12.997,41.759,"""16802""",Honda CR-V
2011,13,58.428,"""16802""",Honda CR-V
2016,19.7,35.314,"""16802""",Honda CR-V
2013,13.563,80.334,"""16802""",Honda CR-V
2014,15.3,90.603,"""16802""",Honda CR-V
2017,24.994,32.722,"""16802""",Honda CR-V
2016,17.995,10.904,"""16802""",Honda CR-V
2007,8.997,98.718,"""16802""",Honda CR-V
2019,32.345,0.017,"""16802""",Honda CR-V
2012,12.365,86.678,"""16802""",Honda CR-V
2017,23.5,41.373,"""16802""",Honda CR-V
2018,29.661,11.954,"""16802""",Honda CR-V
2013,11.2,146.102,"""16802""",Honda CR-V
2014,15.8,68.038,"""16802""",Honda CR-V
2011,8.998,142.202,"""16802""",Honda CR-V
2014,17,31.689,"""16802""",Honda CR-V
2014,13.567,74.083,"""16802""",Honda CR-V
2018,21.784,47.016,"""16802""",Honda CR-V
2009,9.8,98.55,"""16802""",Honda CR-V
2018,28.99,25.66,"""16802""",Honda CR-V
2019,30.5,11.596,"""16802""",Honda CR-V
2008,5.995,160.534,"""16802""",Honda CR-V
2018,28.997,17.535,"""16802""",Honda CR-V
2016,17.998,25.206,"""16802""",Honda CR-V
2012,12.359,103.947,"""16802""",Honda CR-V
2016,18.988,47.494,"""16802""",Honda CR-V
2016,19.529,32.911,"""16802""",Honda CR-V
2014,17.233,61.603,"""16802""",Honda CR-V
2015,20.5,70.802,"""16802""",Honda CR-V
2013,9.995,100.288,"""16802""",Honda CR-V
2010,9.987,99.491,"""16802""",Honda CR-V
2007,7.797,101.583,"""16802""",Honda CR-V
2016,17.989,48.733,"""16802""",Honda CR-V
2017,26.224,21.953,"""16802""",Honda CR-V
2015,19.93,44.82,"""16802""",Honda CR-V
2019,25.928,9.173,"""16802""",Honda CR-V
2017,24.2,22.543,"""16802""",Honda CR-V
2018,29.5,9.692,"""16802""",Honda CR-V
2019,26.019,4.725,"""16802""",Honda CR-V
2011,9.9,132.028,"""16802""",Honda CR-V
2016,18.95,35.803,"""16802""",Honda CR-V
2018,26.995,7.81,"""16802""",Honda CR-V
2017,22,68.975,"""16802""",Honda CR-V
2015,17.3,80.609,"""16802""",Honda CR-V
2019,29.845,4.403,"""16802""",Honda CR-V
2016,20.498,46.86,"""16802""",Honda CR-V
2017,24.511,30.968,"""16802""",Honda CR-V
2011,11.687,66.484,"""16802""",Honda CR-V
2012,12.45,98.265,"""16802""",Honda CR-V
2014,12.991,91.825,"""16802""",Honda CR-V
2016,17.8,31.359,"""16802""",Honda CR-V
2019,28.104,4.711,"""16802""",Honda CR-V
2008,6.955,144.201,"""16802""",Honda CR-V
2011,11,110.917,"""16802""",Honda CR-V
