year,price,mileage,zip,model
2007,9.2,42.016,"""07640""",Toyota Camry
2017,16.895,13.073,"""07640""",Toyota Camry
2019,18.916,40.112,"""07640""",Toyota Camry
2018,16.849,44.663,"""07640""",Toyota Camry
2013,11.675,63.48,"""07640""",Toyota Camry
2014,14.9,31.4,"""07640""",Toyota Camry
2017,17.641,22.268,"""07640""",Toyota Camry
2017,16.4,20.345,"""07640""",Toyota Camry
2019,20.687,13.415,"""07640""",Toyota Camry
2017,19.913,29.479,"""07640""",Toyota Camry
2010,9.999,53.065,"""07640""",Toyota Camry
2018,15.89,36.333,"""07640""",Toyota Camry
2017,16.277,35.776,"""07640""",Toyota Camry
2018,29.521,12.579,"""07640""",Toyota Camry
2017,17.4,29.965,"""07640""",Toyota Camry
2019,19.495,21.445,"""07640""",Toyota Camry
2019,18.977,20.197,"""07640""",Toyota Camry
2017,15.753,45.039,"""07640""",Toyota Camry
2017,17.3,38.549,"""07640""",Toyota Camry
2011,4.287,254.56,"""07640""",Toyota Camry
2016,16.208,47.507,"""07640""",Toyota Camry
2017,15.483,40.107,"""07640""",Toyota Camry
2018,22.485,21.98,"""07640""",Toyota Camry
2018,24.156,25.575,"""07640""",Toyota Camry
2009,4.8,180.247,"""07640""",Toyota Camry
2017,16.4,14.193,"""07640""",Toyota Camry
2012,8.295,104.71,"""07640""",Toyota Camry
2019,15.9,24.838,"""07640""",Toyota Camry
2018,16.044,36.73,"""07640""",Toyota Camry
2019,19.495,23.367,"""07640""",Toyota Camry
2017,15.381,41.885,"""07640""",Toyota Camry
2017,12.995,63.75,"""07640""",Toyota Camry
2017,17.795,35.808,"""07640""",Toyota Camry
2019,18.9,21.329,"""07640""",Toyota Camry
2018,15.595,41.741,"""07640""",Toyota Camry
2015,10.879,130.186,"""07640""",Toyota Camry
2017,16.3,27.889,"""07640""",Toyota Camry
2018,15.577,44.409,"""07640""",Toyota Camry
2015,14.987,32.937,"""07640""",Toyota Camry
2015,12.295,61.601,"""07640""",Toyota Camry
2019,19.495,24.11,"""07640""",Toyota Camry
2018,24.898,31.694,"""07640""",Toyota Camry
2017,17.588,12.538,"""07640""",Toyota Camry
2018,24.5,14.206,"""07640""",Toyota Camry
2017,18.97,4.732,"""07640""",Toyota Camry
2018,23.015,23.522,"""07640""",Toyota Camry
2008,9.763,62.348,"""07640""",Toyota Camry
2018,20.45,16.729,"""07640""",Toyota Camry
2019,22.495,4.946,"""07640""",Toyota Camry
2017,17.187,35.032,"""07640""",Toyota Camry
2019,21.988,5.096,"""07640""",Toyota Camry
2018,16.9,41.43,"""07640""",Toyota Camry
2016,13.15,47.771,"""07640""",Toyota Camry
2018,24.995,13.396,"""07640""",Toyota Camry
2017,18.999,19.978,"""07640""",Toyota Camry
2017,16.5,40.763,"""07640""",Toyota Camry
2019,20.099,5.829,"""07640""",Toyota Camry
2017,14.2,30.917,"""07640""",Toyota Camry
2017,15,30.462,"""07640""",Toyota Camry
2017,14.9,45.9,"""07640""",Toyota Camry
2017,14.995,49.704,"""07640""",Toyota Camry
2018,15.498,44.999,"""07640""",Toyota Camry
2019,27.488,16.702,"""07640""",Toyota Camry
2016,16.28,32.356,"""07640""",Toyota Camry
2017,16.995,28.24,"""07640""",Toyota Camry
2019,25.9,9.281,"""07640""",Toyota Camry
2018,27.3,31.666,"""07640""",Toyota Camry
2017,16.75,34.428,"""07640""",Toyota Camry
2018,19.995,12.828,"""07640""",Toyota Camry
2014,12.999,49.513,"""07640""",Toyota Camry
2017,18.546,2.618,"""07640""",Toyota Camry
2016,15.972,28.417,"""07640""",Toyota Camry
2017,16.06,31.836,"""07640""",Toyota Camry
2015,14.495,23.9,"""07640""",Toyota Camry
2017,17.495,30.849,"""07640""",Toyota Camry
2018,17.4,32.259,"""07640""",Toyota Camry
2017,17.5,33.609,"""07640""",Toyota Camry
2018,25.497,15.425,"""07640""",Toyota Camry
2018,17.825,58.969,"""07640""",Toyota Camry
2010,8.444,113.2,"""07640""",Toyota Camry
2017,16.995,30.919,"""07640""",Toyota Camry
2019,19.7,17.243,"""07640""",Toyota Camry
2018,18.995,17.218,"""07640""",Toyota Camry
2017,17.888,37.346,"""07640""",Toyota Camry
2017,15.995,30.256,"""07640""",Toyota Camry
2017,16.495,41.072,"""07640""",Toyota Camry
2016,13.797,48.366,"""07640""",Toyota Camry
2017,17.771,14.458,"""07640""",Toyota Camry
2017,19.995,23.654,"""07640""",Toyota Camry
2017,15.997,53.562,"""07640""",Toyota Camry
2012,10.998,73.245,"""07640""",Toyota Camry
2018,16.995,41.726,"""07640""",Toyota Camry
2017,18.699,7.605,"""07640""",Toyota Camry
2018,16.999,44.251,"""07640""",Toyota Camry
2016,16.977,25.535,"""07640""",Toyota Camry
2017,14.888,41.863,"""07640""",Toyota Camry
2011,6.995,151.037,"""07640""",Toyota Camry
2006,5.999,118.598,"""07640""",Toyota Camry
2018,17.923,37.015,"""07640""",Toyota Camry
2017,14.967,21.544,"""07640""",Toyota Camry
2017,17.359,33.422,"""07640""",Toyota Camry
2016,13.985,23.145,"""07640""",Toyota Camry
2012,11.5,83.42,"""07640""",Toyota Camry
2012,11.495,77.87,"""07640""",Toyota Camry
2017,13.993,23.03,"""07640""",Toyota Camry
2017,17.218,15.52,"""07640""",Toyota Camry
2019,18.995,35.023,"""07640""",Toyota Camry
2017,17.888,21.345,"""07640""",Toyota Camry
2017,18.2,34.894,"""07640""",Toyota Camry
2009,4.9,97,"""07640""",Toyota Camry
2017,16.5,23.414,"""07640""",Toyota Camry
2017,20.999,38.051,"""07640""",Toyota Camry
2017,15.257,42.988,"""07640""",Toyota Camry
2019,25.888,14.898,"""07640""",Toyota Camry
2017,16.05,26.243,"""07640""",Toyota Camry
2017,15.995,30.354,"""07640""",Toyota Camry
2017,15.146,36.516,"""07640""",Toyota Camry
2013,13.25,67.757,"""07640""",Toyota Camry
2017,17.888,11.399,"""07640""",Toyota Camry
2017,17.6,18.397,"""07640""",Toyota Camry
2018,17.4,37.484,"""07640""",Toyota Camry
2017,16,26.268,"""07640""",Toyota Camry
2017,16.9,18.525,"""07640""",Toyota Camry
2013,11.9,84.655,"""07640""",Toyota Camry
2019,16.985,40.632,"""07640""",Toyota Camry
2017,16,28.102,"""07640""",Toyota Camry
2017,14.5,78.735,"""07640""",Toyota Camry
2018,21.487,33.209,"""07640""",Toyota Camry
2019,20.7,35.162,"""07640""",Toyota Camry
2013,6.995,139.125,"""07640""",Toyota Camry
2016,16.995,25.398,"""07640""",Toyota Camry
2012,11.412,46.738,"""07640""",Toyota Camry
2017,15.993,19.424,"""07640""",Toyota Camry
2017,17.995,45.338,"""07640""",Toyota Camry
2018,16.447,47.71,"""07640""",Toyota Camry
2017,15.486,27.095,"""07640""",Toyota Camry
2019,19.888,14.353,"""07640""",Toyota Camry
2019,17.965,22.5,"""07640""",Toyota Camry
2009,4.5,160.99,"""07640""",Toyota Camry
2018,15.9,42.288,"""07640""",Toyota Camry
2018,15.898,35.688,"""07640""",Toyota Camry
2017,17.25,28.594,"""07640""",Toyota Camry
2013,8,125.783,"""07640""",Toyota Camry
2012,8.5,114.099,"""07640""",Toyota Camry
2019,28.17,11.983,"""07640""",Toyota Camry
2018,18.999,15.761,"""07640""",Toyota Camry
2018,17.994,41.137,"""07640""",Toyota Camry
2014,9.9,70.987,"""07640""",Toyota Camry
2018,17.9,29.44,"""07640""",Toyota Camry
2017,15.2,31.636,"""07640""",Toyota Camry
2007,4.995,111.419,"""07640""",Toyota Camry
2016,16.75,26.159,"""07640""",Toyota Camry
2017,18.5,29.959,"""07640""",Toyota Camry
2019,19.495,21.453,"""07640""",Toyota Camry
2019,18.65,23.555,"""07640""",Toyota Camry
2015,15.289,45.895,"""07640""",Toyota Camry
2017,16.888,44.165,"""07640""",Toyota Camry
2017,15.992,64.414,"""07640""",Toyota Camry
2016,15.5,32.268,"""07640""",Toyota Camry
2015,13.968,51.699,"""07640""",Toyota Camry
2018,25.4,33.996,"""07640""",Toyota Camry
2019,19.8,8.777,"""07640""",Toyota Camry
2019,18.5,21.75,"""07640""",Toyota Camry
2017,16.85,34.757,"""07640""",Toyota Camry
2019,22.3,6.422,"""07640""",Toyota Camry
2017,15.899,40.21,"""07640""",Toyota Camry
2019,18.495,8.667,"""07640""",Toyota Camry
2015,12.302,52.149,"""07640""",Toyota Camry
2007,4.684,179.489,"""07640""",Toyota Camry
2019,18.777,17.63,"""07640""",Toyota Camry
2017,16.045,20.088,"""07640""",Toyota Camry
2018,18.022,31.213,"""07640""",Toyota Camry
2016,15.995,21.61,"""07640""",Toyota Camry
2015,13.995,46.663,"""07640""",Toyota Camry
2018,29.687,16.518,"""07640""",Toyota Camry
2019,19.888,17.158,"""07640""",Toyota Camry
2013,15.995,51.356,"""07640""",Toyota Camry
2009,6.255,120.773,"""07640""",Toyota Camry
2015,9.999,84.041,"""07640""",Toyota Camry
2017,15.985,22.46,"""07640""",Toyota Camry
2017,16,31.458,"""07640""",Toyota Camry
2016,14.384,27.102,"""07640""",Toyota Camry
2018,14.775,46.654,"""07640""",Toyota Camry
2014,12.22,63.136,"""07640""",Toyota Camry
2017,17.995,27.463,"""07640""",Toyota Camry
2017,16.688,22.433,"""07640""",Toyota Camry
2016,14.888,44.295,"""07640""",Toyota Camry
2017,16.85,31.228,"""07640""",Toyota Camry
2017,14.353,44.559,"""07640""",Toyota Camry
2006,6.996,130.384,"""07640""",Toyota Camry
2011,11.756,68.131,"""07640""",Toyota Camry
2017,15.952,38.791,"""07640""",Toyota Camry
2017,16.945,15.033,"""07640""",Toyota Camry
2017,15.779,36.075,"""07640""",Toyota Camry
2018,14.489,48.1,"""07640""",Toyota Camry
2014,11.102,84.951,"""07640""",Toyota Camry
2007,4.1,174.444,"""07640""",Toyota Camry
2017,18.577,33.451,"""07640""",Toyota Camry
2017,16.85,31.779,"""07640""",Toyota Camry
2019,18.5,19.663,"""07640""",Toyota Camry
2015,13.654,43.464,"""07640""",Toyota Camry
2017,17.198,43.713,"""07640""",Toyota Camry
2009,7.8,89.95,"""07640""",Toyota Camry
2017,16.995,29.815,"""07640""",Toyota Camry
2015,13.888,41.691,"""07640""",Toyota Camry
2017,15.675,32.409,"""07640""",Toyota Camry
2019,18.895,24.878,"""07640""",Toyota Camry
2012,6.899,175.006,"""07640""",Toyota Camry
2011,6.4,154.319,"""07640""",Toyota Camry
2018,15.429,45.845,"""07640""",Toyota Camry
2018,16.995,43.198,"""07640""",Toyota Camry
