year,price,mileage,zip,model
2018,35.49,16.292,"""07640""",Ford F150
2019,38.25,13.686,"""07640""",Ford F150
2016,26.689,25.358,"""07640""",Ford F150
2017,36.519,17.612,"""07640""",Ford F150
2019,35.49,13.631,"""07640""",Ford F150
2016,25.71,36.249,"""07640""",Ford F150
2013,21.999,90.038,"""07640""",Ford F150
2011,28.99,63.284,"""07640""",Ford F150
2015,33.188,60.39,"""07640""",Ford F150
2016,25.5,22.652,"""07640""",Ford F150
2014,22.999,67.378,"""07640""",Ford F150
2010,9.995,96.746,"""07640""",Ford F150
2015,17,111.79,"""07640""",Ford F150
2016,32,17.309,"""07640""",Ford F150
2018,42.969,12.38,"""07640""",Ford F150
2017,29.491,15.879,"""07640""",Ford F150
2019,61.9,10.297,"""07640""",Ford F150
2017,27.611,34.432,"""07640""",Ford F150
2011,12.995,81.3,"""07640""",Ford F150
2016,25.495,36.475,"""07640""",Ford F150
2017,31.915,20.941,"""07640""",Ford F150
2016,32.188,32.839,"""07640""",Ford F150
2018,27.65,24.907,"""07640""",Ford F150
2017,49.995,40.753,"""07640""",Ford F150
2015,27.582,29.885,"""07640""",Ford F150
2016,21.59,35.418,"""07640""",Ford F150
2011,14.995,84.1,"""07640""",Ford F150
2016,24.9,26.445,"""07640""",Ford F150
2016,27,33.255,"""07640""",Ford F150
2016,36.7,31.723,"""07640""",Ford F150
2018,25.998,25.076,"""07640""",Ford F150
2018,58.5,14.232,"""07640""",Ford F150
2018,56.436,15.714,"""07640""",Ford F150
2017,53.928,17.254,"""07640""",Ford F150
2018,56.61,26.154,"""07640""",Ford F150
2013,20.5,58.14,"""07640""",Ford F150
2014,22,69.519,"""07640""",Ford F150
2013,23.489,77.269,"""07640""",Ford F150
2018,30.9,0.063,"""07640""",Ford F150
2019,33.888,0.03,"""07640""",Ford F150
2016,34.189,30.253,"""07640""",Ford F150
2017,24.69,27.993,"""07640""",Ford F150
2016,28.5,54,"""07640""",Ford F150
2018,31.55,12.857,"""07640""",Ford F150
2015,23.999,21.75,"""07640""",Ford F150
2017,33.75,20.487,"""07640""",Ford F150
2019,39.995,13.697,"""07640""",Ford F150
2017,30.3,22.107,"""07640""",Ford F150
2014,26.99,58.001,"""07640""",Ford F150
2011,16.999,100.317,"""07640""",Ford F150
2016,28.434,29.372,"""07640""",Ford F150
2017,36.941,33.238,"""07640""",Ford F150
2010,20.5,37.006,"""07640""",Ford F150
2019,37.681,5.801,"""07640""",Ford F150
2017,37.667,33.238,"""07640""",Ford F150
2017,29.5,42.598,"""07640""",Ford F150
2014,24.806,43.045,"""07640""",Ford F150
2016,33.995,34.759,"""07640""",Ford F150
2012,30.995,87.174,"""07640""",Ford F150
2018,22.46,26.907,"""07640""",Ford F150
2016,18.981,59.282,"""07640""",Ford F150
2016,29.995,24.099,"""07640""",Ford F150
2015,33.998,57.073,"""07640""",Ford F150
2016,27.499,6.891,"""07640""",Ford F150
2017,26.495,38.521,"""07640""",Ford F150
2019,55,8.008,"""07640""",Ford F150
2011,12.999,102.621,"""07640""",Ford F150
2013,22.2,76.298,"""07640""",Ford F150
2016,28,32.708,"""07640""",Ford F150
2016,25.588,53.686,"""07640""",Ford F150
2017,27.919,42.618,"""07640""",Ford F150
2016,31.995,46.896,"""07640""",Ford F150
2019,29.899,12.662,"""07640""",Ford F150
2019,35.671,2.001,"""07640""",Ford F150
2019,37.593,2.952,"""07640""",Ford F150
2016,31.9,48.113,"""07640""",Ford F150
2016,31.995,32.794,"""07640""",Ford F150
2019,42.885,2.366,"""07640""",Ford F150
2016,27.498,30.922,"""07640""",Ford F150
2016,32.639,36.077,"""07640""",Ford F150
2019,61.8,9.745,"""07640""",Ford F150
2019,38.45,20.525,"""07640""",Ford F150
2018,26.995,8.65,"""07640""",Ford F150
2016,24.995,48.824,"""07640""",Ford F150
2018,32.919,23.945,"""07640""",Ford F150
2017,27.995,30.426,"""07640""",Ford F150
2018,32.69,18.819,"""07640""",Ford F150
2016,32.789,30.295,"""07640""",Ford F150
2014,23.5,80.531,"""07640""",Ford F150
2017,32.488,21.968,"""07640""",Ford F150
2014,35.1,85.228,"""07640""",Ford F150
2017,24.74,29.352,"""07640""",Ford F150
2015,38.588,39.721,"""07640""",Ford F150
2019,30.991,12.571,"""07640""",Ford F150
2017,30.99,10.995,"""07640""",Ford F150
2017,27.373,35.77,"""07640""",Ford F150
2016,30.98,36.796,"""07640""",Ford F150
2011,16.989,39.866,"""07640""",Ford F150
2013,24.877,57.56,"""07640""",Ford F150
2019,36.995,9.264,"""07640""",Ford F150
2017,25.986,41.873,"""07640""",Ford F150
2017,29.503,29.967,"""07640""",Ford F150
2016,30.519,43.388,"""07640""",Ford F150
2017,32.995,7.27,"""07640""",Ford F150
2018,31.588,19.154,"""07640""",Ford F150
2019,31,16.557,"""07640""",Ford F150
2017,31.427,30.84,"""07640""",Ford F150
2016,26.75,34.843,"""07640""",Ford F150
2012,18.561,73.382,"""07640""",Ford F150
2017,30,16.841,"""07640""",Ford F150
2017,30.995,21.491,"""07640""",Ford F150
2016,30.5,30.619,"""07640""",Ford F150
2016,31.9,48.113,"""07640""",Ford F150
2013,23.895,73.761,"""07640""",Ford F150
2016,29.9,19.876,"""07640""",Ford F150
2019,31.74,21.689,"""07640""",Ford F150
2018,33.99,16.204,"""07640""",Ford F150
2018,30.998,20.046,"""07640""",Ford F150
2018,30.2,22.829,"""07640""",Ford F150
2005,5.5,164.045,"""07640""",Ford F150
2017,28.99,25.594,"""07640""",Ford F150
2018,23.994,11.7,"""07640""",Ford F150
2019,28.31,0.033,"""07640""",Ford F150
2017,19.995,13.064,"""07640""",Ford F150
2013,21.337,44.322,"""07640""",Ford F150
2017,29.767,35.93,"""07640""",Ford F150
2019,31.48,23.62,"""07640""",Ford F150
2016,31.95,43.388,"""07640""",Ford F150
2017,33.5,27.521,"""07640""",Ford F150
2018,37.363,25.892,"""07640""",Ford F150
2016,29.996,23.302,"""07640""",Ford F150
2017,33.49,25.805,"""07640""",Ford F150
2017,26.952,44.503,"""07640""",Ford F150
2003,5.999,128.928,"""07640""",Ford F150
2017,27.946,78.564,"""07640""",Ford F150
2017,30.888,43.057,"""07640""",Ford F150
2016,22.999,37.642,"""07640""",Ford F150
2015,26.4,34.501,"""07640""",Ford F150
2016,26.994,76.237,"""07640""",Ford F150
2018,35.494,26.005,"""07640""",Ford F150
2016,22,51.023,"""07640""",Ford F150
2017,31.919,12.799,"""07640""",Ford F150
2019,28,21.388,"""07640""",Ford F150
2016,32.5,39.985,"""07640""",Ford F150
2018,52.997,17.755,"""07640""",Ford F150
2017,29.291,29.506,"""07640""",Ford F150
2016,29.302,25.987,"""07640""",Ford F150
2011,14.5,79,"""07640""",Ford F150
2018,28.21,23.399,"""07640""",Ford F150
2018,55.862,27.963,"""07640""",Ford F150
2016,34,29.427,"""07640""",Ford F150
2019,38.506,16.354,"""07640""",Ford F150
2013,18.999,82.762,"""07640""",Ford F150
2017,28.48,42.064,"""07640""",Ford F150
2014,25.418,75.469,"""07640""",Ford F150
2017,41.25,23.895,"""07640""",Ford F150
2016,27.498,36.545,"""07640""",Ford F150
2017,28.919,29.778,"""07640""",Ford F150
2019,38.329,5.345,"""07640""",Ford F150
2017,51.998,22.037,"""07640""",Ford F150
2017,29.299,33.705,"""07640""",Ford F150
2015,28.495,27.968,"""07640""",Ford F150
2017,29.495,28.301,"""07640""",Ford F150
2016,34.822,32.092,"""07640""",Ford F150
2018,34.995,18.45,"""07640""",Ford F150
2018,29.019,22.56,"""07640""",Ford F150
2018,28.782,44.22,"""07640""",Ford F150
2018,30.99,3.229,"""07640""",Ford F150
2017,48.3,41.969,"""07640""",Ford F150
2017,34.74,28.584,"""07640""",Ford F150
2013,18.455,95.352,"""07640""",Ford F150
2017,37.595,22.88,"""07640""",Ford F150
2016,29.995,27.535,"""07640""",Ford F150
2015,28.993,40.427,"""07640""",Ford F150
2013,26.974,62.035,"""07640""",Ford F150
2018,34.55,8.054,"""07640""",Ford F150
2018,56.436,15.714,"""07640""",Ford F150
2016,29,27.051,"""07640""",Ford F150
2013,21.244,37.425,"""07640""",Ford F150
2016,24.995,33.756,"""07640""",Ford F150
2018,29.75,17.499,"""07640""",Ford F150
2018,36.388,19.381,"""07640""",Ford F150
2017,32.519,20.487,"""07640""",Ford F150
2016,25.987,36.545,"""07640""",Ford F150
2019,54.899,12.205,"""07640""",Ford F150
2018,33.888,16.135,"""07640""",Ford F150
2019,46.46,2.046,"""07640""",Ford F150
2017,28.983,37.517,"""07640""",Ford F150
2018,30.994,14.723,"""07640""",Ford F150
2017,50,35.318,"""07640""",Ford F150
2018,44.168,26.015,"""07640""",Ford F150
2016,29.587,25.015,"""07640""",Ford F150
2016,24.995,33.756,"""07640""",Ford F150
2018,46.995,59.453,"""07640""",Ford F150
2018,57.1,17.242,"""07640""",Ford F150
2019,32.7,12.462,"""07640""",Ford F150
2017,27.9,31.075,"""07640""",Ford F150
2015,20.989,48.898,"""07640""",Ford F150
2016,35.9,39.933,"""07640""",Ford F150
2014,22.991,57.076,"""07640""",Ford F150
2019,32.546,13.701,"""07640""",Ford F150
